6.929, 0.280
6.925, 0.281
6.904, 1.568
6.900, 1.570
6.894, 4.452
6.890, 4.453
6.886, 4.454
6.879, 3.497
6.876, 3.498
6.869, 4.460
6.865, 4.461
6.862, 4.462
6.855, 9.584
6.852, 9.585
6.848, 9.586
6.845, 10.547
6.841, 10.549
6.837, 10.550
6.831, 12.472
6.827, 12.473
6.824, 12.474
6.816, 8.317
6.813, 8.319
6.805, 4.481
6.802, 4.483
6.798, 4.484
6.791, 2.567
6.788, 2.568
6.766, 0.335
6.763, 0.336
6.717, 1.312
6.714, 1.313
6.710, 1.314
6.693, 2.600
6.689, 2.601
6.686, 2.602
5.375, 0.808
5.372, 0.809
5.368, 0.810
5.336, 0.821
5.333, 0.822
5.329, 0.823
5.298, 0.834
5.294, 0.835
5.086, 0.906
5.083, 0.907
5.079, 0.908
5.072, 0.911
5.069, 0.912
5.062, 0.914
5.058, 0.915
5.055, 0.917
5.047, 0.919
5.044, 0.920
5.040, 0.921
5.023, 0.927
5.019, 0.928
5.016, 0.930
5.009, 0.932
5.005, 0.933
4.998, 3.175
4.995, 3.177
4.991, 3.178
4.984, 0.940
4.981, 0.942
4.974, 3.184
4.970, 3.185
4.967, 3.186
4.945, 3.193
4.942, 3.194
4.935, 0.957
4.931, 0.958
4.928, 0.960
4.921, 1.922
4.917, 1.923
4.910, 4.165
4.907, 4.166
4.903, 4.168
4.896, 6.090
4.893, 6.091
4.887, 21.131
4.883, 21.132
4.880, 21.134
4.873, 24.975
4.869, 24.977
4.862, 29.138
4.859, 29.140
4.855, 29.141
4.847, 4.187
4.843, 4.188
4.840, 4.189
4.833, 3.232
4.829, 3.233
4.822, 1.955
4.819, 1.957
4.815, 1.958
4.797, 1.964
4.794, 1.965
4.790, 1.966
4.783, 1.009
4.780, 1.010
4.734, 1.025
4.730, 1.027
4.727, 1.028
4.660, 1.050
4.656, 1.052
4.653, 1.053
4.646, 1.055
4.642, 1.056
4.639, 1.058
4.632, 1.060
4.628, 1.061
4.621, 1.064
4.618, 1.065
4.614, 1.066
4.308, 1.170
4.304, 1.171
4.301, 1.172
4.294, 1.175
4.290, 1.176
4.283, 1.178
4.280, 1.180
4.276, 1.181
4.259, 2.147
4.255, 2.148
4.251, 2.149
4.244, 3.431
4.241, 3.433
4.237, 3.434
4.231, 10.155
4.227, 10.156
4.220, 9.199
4.217, 9.200
4.213, 9.201
4.207, 18.162
4.203, 18.164
4.195, 8.247
4.192, 8.249
4.188, 8.250
4.181, 8.252
4.178, 8.253
4.171, 13.375
4.168, 13.376
4.164, 13.377
4.157, 15.300
4.154, 15.301
4.144, 24.263
4.140, 24.264
4.132, 9.229
4.129, 9.230
4.125, 9.231
4.119, 21.392
4.115, 21.393
4.107, 8.277
4.104, 8.278
4.100, 8.280
4.093, 3.483
4.090, 3.484
4.083, 6.366
4.079, 6.367
4.076, 6.368
4.068, 5.411
4.065, 5.412
4.058, 4.455
4.054, 4.456
4.051, 4.457
4.044, 3.500
4.040, 3.501
4.037, 3.502
4.030, 4.464
4.026, 4.465
4.005, 1.273
4.001, 1.274
3.994, 3.516
3.991, 3.517
3.987, 3.519
3.980, 1.281
3.977, 1.283
3.956, 1.290
3.952, 1.291
3.948, 1.292
3.941, 1.295
3.938, 1.296
3.931, 2.258
3.927, 2.259
3.924, 2.260
3.867, 1.320
3.864, 1.321
3.793, 1.345
3.790, 1.346
3.786, 1.347
3.741, 1.363
3.737, 1.364
3.716, 3.611
3.713, 3.612
3.706, 4.574
3.702, 4.575
3.699, 4.577
3.691, 1.379
3.688, 1.381
3.656, 4.591
3.653, 4.592
3.649, 4.593
3.642, 4.596
3.639, 4.597
3.635, 4.598
3.628, 2.361
3.624, 2.362
3.617, 3.644
3.614, 3.645
3.610, 3.647
3.604, 9.408
3.600, 9.409
3.593, 11.651
3.590, 11.653
3.586, 11.654
3.580, 23.495
3.576, 23.496
3.569, 18.379
3.565, 18.380
3.562, 18.381
3.556, 34.701
3.552, 34.703
3.541, 22.548
3.538, 22.549
3.530, 19.672
3.527, 19.673
3.523, 19.674
3.516, 9.438
3.512, 9.439
3.505, 10.722
3.502, 10.723
3.498, 10.724
3.491, 5.607
3.487, 5.608
3.480, 9.450
3.477, 9.451
3.473, 9.452
3.466, 5.615
3.463, 5.617
3.456, 8.499
3.452, 8.500
3.449, 8.501
3.441, 3.704
3.438, 3.705
3.434, 3.706
3.427, 4.669
3.424, 4.670
3.417, 4.672
3.413, 4.673
3.410, 4.675
3.402, 1.478
3.399, 1.479
3.392, 2.441
3.388, 2.442
3.385, 2.443
3.378, 2.446
3.374, 2.447
3.367, 2.449
3.364, 2.451
3.360, 2.452
3.353, 2.454
3.350, 2.455
3.346, 2.457
3.339, 1.499
3.336, 1.500
3.290, 1.516
3.286, 1.517
3.279, 1.519
3.276, 1.521
3.272, 1.522
3.240, 1.533
3.237, 1.534
3.233, 1.535
3.202, 1.546
3.198, 1.547
3.103, 2.539
3.100, 2.540
3.096, 2.541
3.078, 1.588
3.075, 1.589
3.071, 1.590
3.064, 3.832
3.061, 3.833
3.054, 3.516
3.050, 3.837
3.047, 3.838
3.040, 4.800
3.036, 4.801
3.033, 4.803
3.026, 11.844
3.023, 11.845
3.015, 1.609
3.011, 1.610
3.008, 1.611
3.001, 5.773
2.998, 5.774
