6.958, 10.932
6.955, 10.932
6.952, 10.932
6.946, 30.492
6.943, 30.492
6.940, 30.492
6.933, 15.547
6.930, 15.547
6.926, 15.547
6.921, 36.426
6.917, 36.426
6.914, 36.426
6.907, 27.635
6.904, 27.635
6.901, 27.635
6.895, 35.987
6.892, 35.987
6.888, 35.987
6.882, 34.228
6.879, 34.228
6.875, 34.228
6.869, 41.041
6.866, 41.041
6.856, 41.701
6.853, 41.701
6.847, 39.723
6.843, 39.723
6.840, 39.723
6.833, 33.130
6.830, 32.910
6.827, 32.910
6.807, 16.427
6.804, 16.427
6.801, 16.427
6.794, 10.932
6.791, 10.932
6.788, 10.932
6.782, 49.613
6.779, 49.613
6.776, 49.613
6.717, 19.723
6.714, 19.723
5.682, 5.218
5.678, 5.218
5.594, 3.020
5.591, 3.020
5.588, 3.020
5.469, 19.723
5.466, 19.723
5.463, 19.723
5.404, 8.734
5.401, 8.734
5.398, 8.734
5.353, 22.800
5.350, 22.800
5.331, 16.427
5.327, 16.427
5.324, 16.427
5.305, 14.009
5.301, 14.009
5.298, 14.009
5.292, 8.734
5.288, 8.734
5.285, 8.734
5.179, 10.712
5.176, 10.712
5.172, 10.712
5.027, 11.592
5.024, 11.592
5.021, 11.592
5.014, 6.317
5.011, 6.317
5.008, 6.317
5.001, 7.636
4.998, 7.636
4.995, 7.636
4.989, 11.811
4.985, 11.811
4.982, 11.811
4.976, 13.350
4.973, 13.350
4.969, 13.350
4.963, 5.877
4.959, 5.877
4.956, 5.877
4.950, 12.471
4.947, 12.471
4.943, 11.152
4.937, 6.097
4.934, 6.097
4.924, 5.877
4.921, 5.877
4.914, 8.295
4.912, 23.240
4.908, 23.240
4.905, 8.295
4.902, 19.064
4.899, 20.602
4.895, 20.602
4.889, 21.921
4.886, 26.976
4.883, 26.976
4.876, 27.635
4.873, 30.492
4.870, 30.492
4.863, 30.053
4.860, 30.053
4.857, 30.053
4.850, 15.767
4.847, 15.767
4.844, 15.767
4.837, 7.636
4.834, 7.636
4.831, 7.636
4.724, 2.801
4.721, 2.801
4.718, 2.801
4.344, 4.339
4.340, 4.339
4.337, 4.119
4.308, -0.057
4.305, 1.262
4.302, 1.262
4.295, 1.482
4.292, 1.482
4.289, 1.482
4.282, 0.603
4.279, 0.603
4.276, 0.603
4.269, 2.141
4.266, 2.141
4.263, 2.141
4.257, 3.899
4.253, 3.899
4.250, 3.899
4.244, 4.559
4.240, 4.559
4.237, 4.559
4.231, 13.130
4.228, 13.130
4.225, 13.130
4.218, 7.636
4.215, 7.636
4.212, 7.636
4.205, 4.339
4.202, 4.339
4.199, 4.339
4.193, 31.152
4.190, 31.152
4.186, 31.152
4.180, 23.459
4.177, 23.459
4.173, 19.284
4.167, 14.449
4.163, 14.449
4.157, 17.306
4.154, 17.306
4.151, 17.306
4.144, 17.086
4.141, 17.086
4.138, 17.086
4.131, 20.602
4.128, 20.602
4.125, 20.602
4.118, 9.833
4.115, 9.833
4.112, 9.833
4.105, 9.614
4.102, 9.614
4.099, 9.614
4.092, 5.438
4.089, 5.438
4.086, 5.438
4.079, 5.877
4.076, 5.877
4.073, 5.877
4.066, 4.998
4.063, 4.998
4.060, 4.998
3.967, 9.174
3.963, 9.174
3.960, 9.174
3.776, 10.932
3.773, 10.932
3.770, 10.932
3.750, 4.998
3.747, 4.998
3.737, 2.581
3.734, 2.581
3.715, 4.998
3.712, 6.537
3.709, 6.537
3.702, 1.921
3.699, 1.921
3.695, 1.921
3.689, 6.756
3.686, 6.756
3.683, 6.756
3.676, 3.680
3.673, 3.680
3.670, 3.680
3.663, 4.559
3.660, 4.559
3.657, 4.559
3.612, 4.559
3.609, 4.559
3.605, 4.559
3.586, 17.525
3.583, 17.525
3.574, 26.317
3.570, 26.317
3.564, 14.888
3.561, 18.624
3.557, 18.624
3.551, 23.240
3.548, 23.240
3.545, 23.240
3.536, 46.975
3.532, 46.975
3.500, 41.261
3.497, 41.261
3.494, 41.261
3.486, 20.822
3.483, 20.822
3.480, 20.822
3.448, 24.778
3.445, 24.778
3.441, 24.558
3.435, 12.690
3.431, 12.690
3.428, 9.614
3.422, 17.745
3.419, 17.745
3.409, 12.251
3.406, 12.251
3.399, 6.537
3.396, 6.537
3.393, 6.537
3.373, 9.614
3.370, 9.614
3.367, 9.614
3.283, 8.734
3.280, 8.734
3.209, 9.614
3.206, 9.614
3.202, 9.614
3.083, 7.196
3.080, 7.196
3.077, 7.196
3.045, 21.042
3.042, 21.042
3.038, 21.042
3.032, 25.877
3.029, 25.877
3.026, 25.877
3.019, 18.405
3.016, 18.405
3.012, 18.405
3.006, 29.174
3.003, 29.174
3.000, 29.174
